-68.384772718	went
-67.94915241	came
-68.9901422858	drove
-67.2745069861	walked
-69.2691640258	arrived
-74.8399231434	went
-74.3655436039	came
-75.3997018337	drove
-73.6913654804	walked
-75.7298753262	arrived
-60.3889523149	went
-60.096088469	came
-61.1092630029	drove
-59.3362475038	walked
-61.3376451135	arrived
-67.6804524064	went
-67.2789784074	came
-68.364430964	drove
-66.5380588174	walked
-68.6371360421	arrived
-64.9234002233	went
-64.5134499669	came
-65.5932686925	drove
-63.7735055089	walked
-65.8019974828	arrived
-71.7462391853	went
-71.2475895882	came
-72.3958325386	drove
-70.5158019066	walked
-72.6108293533	arrived
-59.2376782298	went
-58.6372920871	came
-59.8547717929	drove
-57.9627658725	walked
-60.0665647388	arrived
-66.1237629354	went
-65.4332464635	came
-66.7250736654	drove
-64.7827042043	walked
-66.9472111166	arrived
-68.384772718	went
-67.94915241	came
-68.9901422858	drove
-67.2745069861	walked
-69.2691640258	arrived
-74.8399231434	went
-74.3655436039	came
-75.3997018337	drove
-73.6913654804	walked
-75.7298753262	arrived
-60.3889523149	went
-60.096088469	came
-61.1092630029	drove
-59.3362475038	walked
-61.3376451135	arrived
-67.6804524064	went
-67.2789784074	came
-68.364430964	drove
-66.5380588174	walked
-68.6371360421	arrived
-64.9234002233	went
-64.5134499669	came
-65.5932686925	drove
-63.7735055089	walked
-65.8019974828	arrived
-71.7462391853	went
-71.2475895882	came
-72.3958325386	drove
-70.5158019066	walked
-72.6108293533	arrived
-59.2376782298	went
-58.6372920871	came
-59.8547717929	drove
-57.9627658725	walked
-60.0665647388	arrived
-66.1237629354	went
-65.4332464635	came
-66.7250736654	drove
-64.7827042043	walked
-66.9472111166	arrived
-72.2909423113	went
-72.8061739206	came
-73.752800107	drove
-72.9570657015	walked
-72.4930497408	arrived
-71.3376176357	went
-71.6125881672	came
-72.5823776722	drove
-71.9192368984	walked
-71.5782892704	arrived
-60.2806186676	went
-60.7825841904	came
-61.6711883545	drove
-61.1973433495	walked
-60.3775577545	arrived
-60.3652943373	went
-60.6798075438	came
-61.6781882048	drove
-61.2112096548	walked
-60.5282815695	arrived
-65.1018168926	went
-65.317702055	came
-66.7743918896	drove
-66.035479784	walked
-65.4767158031	arrived
-64.5915176272	went
-64.6366054416	came
-66.2603046298	drove
-65.5525051951	walked
-64.9440018535	arrived
-59.8605412245	went
-60.6937001944	came
-61.3572567701	drove
-60.9111045599	walked
-60.304013133	arrived
-59.354618907	went
-60.0711096525	came
-60.9038795233	drove
-60.3943103552	walked
-59.7678645849	arrived
-72.3870364428	went
-71.9746991396	came
-73.0382071733	drove
-71.4195915461	walked
-73.149922967	arrived
-71.1182715893	went
-70.6951143742	came
-71.7280113697	drove
-70.2314004898	walked
-72.0493695736	arrived
-60.4157896042	went
-60.0016150475	came
-61.0809922218	drove
-59.6320645809	walked
-61.1274342537	arrived
-60.4029678106	went
-59.9503682852	came
-61.0781167746	drove
-59.6476811171	walked
-61.2613214254	arrived
-65.3381369114	went
-64.8902876377	came
-66.3031127453	drove
-64.4397892952	walked
-66.5295307636	arrived
-64.9002665877	went
-64.3822898269	came
-65.8516597152	drove
-64.0291928649	walked
-66.0680112243	arrived
-60.4250205755	went
-60.1676877737	came
-61.2817000151	drove
-59.3570555449	walked
-61.7094877958	arrived
-59.9376643896	went
-59.5820649862	came
-60.8135956526	drove
-58.9094575644	walked
-61.1475223303	arrived
-81.9477336407	went
-81.3474142551	came
-82.6727015972	drove
-81.2025463581	walked
-83.0751545429	arrived
-83.9300303459	went
-83.2981448174	came
-84.6554737091	drove
-83.131919384	walked
-85.0434951782	arrived
-70.0068558455	went
-69.3398808241	came
-70.7367161512	drove
-69.4283150434	walked
-71.0651062727	arrived
-71.6839622259	went
-70.9975978136	came
-72.4353841543	drove
-71.0784028769	walked
-72.7854508162	arrived
-104.787347794	went
-104.098990202	came
-105.489057064	drove
-104.003856182	walked
-105.91789484	arrived
-106.577308297	went
-105.870965123	came
-107.244274259	drove
-105.720276475	walked
-107.685116887	arrived
-93.9784162045	went
-93.2102775574	came
-94.6444437504	drove
-93.3040010929	walked
-95.0597131252	arrived
-95.9396878481	went
-95.1132143736	came
-96.610470891	drove
-95.2153021097	walked
-97.0384179354	arrived
-81.579554081	went
-81.9756193161	came
-83.0883488655	drove
-82.8394389153	walked
-82.2792305946	arrived
-83.5364131927	went
-83.8120789528	came
-85.0163211823	drove
-84.7147526741	walked
-84.2080383301	arrived
-69.6550961733	went
-70.0335150957	came
-71.2031437159	drove
-71.0734711885	walked
-70.3002434969	arrived
-71.3252190351	went
-71.621183753	came
-72.8756908178	drove
-72.6981657743	walked
-71.9783786535	arrived
-104.617880821	went
-104.859929085	came
-106.000102997	drove
-105.752826214	walked
-105.201290607	arrived
-106.391287923	went
-106.557623506	came
-107.736420751	drove
-107.445717931	walked
-106.932946324	arrived
-93.8108756542	went
-94.0695922375	came
-95.2058823109	drove
-95.0488874912	walked
-94.3424599171	arrived
-95.7893973589	went
-95.9357334375	came
-97.1513482332	drove
-96.9304825068	walked
-96.2821384668	arrived
-98.6400052309	went
-98.1765004396	came
-99.1160517931	drove
-97.6377183199	walked
-99.739362359	arrived
-103.892917871	went
-103.441658735	came
-104.373359442	drove
-102.972506046	walked
-105.050414801	arrived
-91.4935201406	went
-91.0518144369	came
-92.0488752127	drove
-90.5431507826	walked
-92.6924418211	arrived
-97.2060854435	went
-96.807962656	came
-97.7869150639	drove
-96.3592579365	walked
-98.5275652409	arrived
-113.379153848	went
-112.96164906	came
-113.909653783	drove
-112.372715831	walked
-114.534615636	arrived
-118.951751471	went
-118.5303967	came
-119.467945814	drove
-117.994860888	walked
-120.149703741	arrived
-105.321281314	went
-104.94542253	came
-105.90671289	drove
-104.39657867	walked
-106.50321281	arrived
-111.021202803	went
-110.658171415	came
-111.609255552	drove
-110.169504642	walked
-112.273122072	arrived
-99.3335961103	went
-98.6318916082	came
-99.5699967146	drove
-99.4183539152	walked
-99.5433539152	arrived
-104.597244978	went
-103.937023878	came
-104.8446877	drove
-104.731944799	walked
-104.8187778	arrived
-92.2453950644	went
-91.5740755796	came
-92.5588186979	drove
-92.3690928221	walked
-92.5392454863	arrived
-97.9891815186	went
-97.3699684143	came
-98.3315520287	drove
-98.1751990318	walked
-98.3459687233	arrived
-113.943718791	went
-113.297118068	came
-114.325096011	drove
-114.192532897	walked
-114.292016864	arrived
-119.50859189	went
-118.868659258	came
-119.887388468	drove
-119.78781867	walked
-119.8763659	arrived
-105.951460242	went
-105.395560145	came
-106.42342937	drove
-106.279795051	walked
-106.33746469	arrived
-111.662122011	went
-111.123902082	came
-112.137594461	drove
-112.021695375	walked
-112.06544137	arrived
-118.912469029	went
-118.725617528	came
-119.562324643	drove
-118.246285319	walked
-120.175423265	arrived
-124.869003892	went
-124.703292012	came
-125.571957231	drove
-124.264247775	walked
-126.200786233	arrived
-110.174641728	went
-109.976067185	came
-110.737422109	drove
-109.402173877	walked
-111.387648225	arrived
-115.810243011	went
-115.62212503	came
-116.406888366	drove
-115.145368934	walked
-117.078625083	arrived
-116.084682286	went
-115.97649461	came
-116.758378327	drove
-115.354585946	walked
-117.263653576	arrived
-121.883473158	went
-121.758952379	came
-122.612604856	drove
-121.249462366	walked
-123.12948823	arrived
-109.413618982	went
-109.251143396	came
-110.016386449	drove
-108.608583868	walked
-110.54078716	arrived
-114.846415699	went
-114.659414947	came
-115.482351959	drove
-114.154917181	walked
-116.031590164	arrived
-118.912469029	went
-118.725617528	came
-119.562324643	drove
-118.246285319	walked
-120.175423265	arrived
-124.869003892	went
-124.703292012	came
-125.571957231	drove
-124.264247775	walked
-126.200786233	arrived
-110.174641728	went
-109.976067185	came
-110.737422109	drove
-109.402173877	walked
-111.387648225	arrived
-115.810243011	went
-115.62212503	came
-116.406888366	drove
-115.145368934	walked
-117.078625083	arrived
-116.084682286	went
-115.97649461	came
-116.758378327	drove
-115.354585946	walked
-117.263653576	arrived
-121.883473158	went
-121.758952379	came
-122.612604856	drove
-121.249462366	walked
-123.12948823	arrived
-109.413618982	went
-109.251143396	came
-110.016386449	drove
-108.608583868	walked
-110.54078716	arrived
-114.846415699	went
-114.659414947	came
-115.482351959	drove
-114.154917181	walked
-116.031590164	arrived
-106.768217742	went
-106.220593631	came
-107.264091194	drove
-105.787513435	walked
-107.619105995	arrived
-112.286056936	went
-111.696199119	came
-112.729335725	drove
-111.25836128	walked
-113.14089483	arrived
-110.592151046	went
-110.033988833	came
-111.239260077	drove
-109.411752582	walked
-111.5738796	arrived
-116.864079118	went
-116.264515519	came
-117.476610303	drove
-115.598457217	walked
-117.85426724	arrived
-119.581425786	went
-119.003709435	came
-120.083243489	drove
-118.53978312	walked
-120.456401467	arrived
-125.551195145	went
-124.933624506	came
-126.00034523	drove
-124.463329077	walked
-126.40194273	arrived
-122.948822796	went
-122.301670849	came
-123.563046277	drove
-121.668915808	walked
-123.860865891	arrived
-129.135674596	went
-128.471804738	came
-129.744344831	drove
-127.77958405	walked
-130.078265786	arrived
-106.768217742	went
-106.220593631	came
-107.264091194	drove
-105.787513435	walked
-107.619105995	arrived
-112.286056936	went
-111.696199119	came
-112.729335725	drove
-111.25836128	walked
-113.14089483	arrived
-110.592151046	went
-110.033988833	came
-111.239260077	drove
-109.411752582	walked
-111.5738796	arrived
-116.864079118	went
-116.264515519	came
-117.476610303	drove
-115.598457217	walked
-117.85426724	arrived
-119.581425786	went
-119.003709435	came
-120.083243489	drove
-118.53978312	walked
-120.456401467	arrived
-125.551195145	went
-124.933624506	came
-126.00034523	drove
-124.463329077	walked
-126.40194273	arrived
-122.948822796	went
-122.301670849	came
-123.563046277	drove
-121.668915808	walked
-123.860865891	arrived
-129.135674596	went
-128.471804738	came
-129.744344831	drove
-127.77958405	walked
-130.078265786	arrived
-77.5799759626	went
-77.85335958	came
-78.3433207273	drove
-78.1401385069	walked
-77.4886420965	arrived
-82.9611966312	went
-83.255372256	came
-83.7428705394	drove
-83.5439469516	walked
-82.9874980152	arrived
-73.5985091031	went
-73.9344733059	came
-74.4075091183	drove
-74.1984179318	walked
-73.5396378338	arrived
