-65.5329236537	going
-66.5433363467	coming
-66.4566545039	driving
-66.304272607	walking
-62.581297949	<unk>
-118.847380459	going
-119.93236357	coming
-120.179990828	driving
-120.073788702	walking
-116.815784872	<unk>
-81.0697832108	going
-81.7424840927	coming
-82.1174974442	driving
-81.9588065147	walking
-78.6911495924	<unk>
-10.58031106	going
-11.0319831371	coming
-11.6540586948	driving
-11.5139067173	walking
-8.32126092911	<unk>
-19.6953807771	going
-19.6990981996	coming
-20.7505632341	driving
-20.2714501321	walking
-17.1345830858	<unk>
-79.3601084352	going
-80.4367354512	coming
-81.2111893296	driving
-80.6960967183	walking
-77.9306652546	<unk>
-34.4499998093	going
-36.236256361	coming
-36.8292748928	driving
-35.9904932976	walking
-33.4909310341	<unk>
-23.8244919181	going
-25.9913353324	coming
-26.0871996284	driving
-25.5325910449	walking
-23.7785158753	<unk>
-123.11374566	going
-123.736157864	coming
-124.139916867	driving
-123.574469298	walking
-121.101575345	<unk>
-59.308724463	going
-59.2164397836	coming
-59.9911981225	driving
-59.7410193086	walking
-56.3577727675	<unk>
-77.9189762473	going
-79.4708003402	coming
-80.2657975554	driving
-79.548618257	walking
-77.2459585071	<unk>
-83.8446387053	going
-84.4945782423	coming
-84.3367828131	driving
-84.6495469809	walking
-81.2145063877	<unk>
-109.796431899	going
-110.487596393	coming
-110.662228942	driving
-110.55105865	walking
-107.751240969	<unk>
-51.3364908695	going
-51.9048945904	coming
-52.1335532665	driving
-51.5631840229	walking
-47.6356887817	<unk>
-70.0215960443	going
-70.6066623628	coming
-70.625490278	driving
-70.2945590913	walking
-66.4474721253	<unk>
-22.6861310005	going
-23.4334964752	coming
-23.3050136566	driving
-23.2139983177	walking
-19.5011869669	<unk>
-67.3903954849	going
-68.0838523731	coming
-67.8629618511	driving
-68.2516232356	walking
-64.8086638078	<unk>
-65.344489634	going
-66.4696484208	coming
-66.8793039918	driving
-66.5373855233	walking
-63.7846568227	<unk>
-67.9614596367	going
-68.3956208229	coming
-67.996573925	driving
-67.8714909554	walking
-63.8057273626	<unk>
-76.5717413947	going
-77.5916913077	coming
