-195.087611146	go
-195.22105784	come
-196.187210746	drive
-195.812330432	walk
-196.598722167	arrive
-138.90486227	go
-138.842421398	come
-139.970891342	drive
-140.764485225	walk
-140.371145353	arrive
-193.683323056	go
-193.364368588	come
-194.098171145	drive
-194.827407748	walk
-194.294871718	arrive
-164.579273507	go
-164.666586444	come
-165.567582652	drive
-166.27785401	walk
-165.566931054	arrive
-50.3529073596	go
-50.8297839761	come
-51.5632620454	drive
-52.4445329309	walk
-52.2710703015	arrive
-200.836113706	went
-200.687603489	came
-202.285766616	drove
-201.868354335	walked
-202.490984932	arrived
-93.6475101113	went
-93.5430725217	came
-95.211252749	drove
-94.7510645986	walked
-94.7332716584	arrived
-196.361887642	went
-195.700196215	came
-197.228796192	drove
-197.199921318	walked
-197.888398358	arrived
-197.434713602	gone
-196.4319067	come
-198.442384481	driven
-198.111190081	walked
-197.151682615	arrived
-199.792528182	went
-200.016909152	came
-200.312437087	drove
-199.976360828	walked
-201.276924163	arrived
-209.054040417	went
-208.32555531	came
-210.721787199	drove
-209.948066935	walked
-210.215491518	arrived
-121.205706686	gone
-120.703742594	come
-121.195033163	driven
-121.497793287	walked
-122.112204164	arrived
-102.317098016	go
-102.984115237	come
-102.901773328	drive
-102.759537572	walk
-103.430268878	arrive
-166.294766515	go
-166.439771742	come
-167.243075937	drive
-166.787721008	walk
-167.515037864	arrive
-99.3580616489	go
-99.9944909588	come
-100.698552229	drive
-100.999539711	walk
-101.624938108	arrive
-158.585719645	go
-159.017654955	come
-159.749412119	drive
-159.907422364	walk
-160.575502932	arrive
-27.22380054	go
-27.6814874411	come
-28.7904223204	drive
-28.1402994394	walk
-28.911542058	arrive
-188.60427919	went
-188.139575154	came
-189.434501082	drove
-189.120425135	walked
-189.151847273	arrived
-230.752866268	go
-230.958488941	come
-231.957505465	drive
-231.52658987	walk
-232.094295502	arrive
-152.313501149	go
-152.728237659	come
-153.700825244	drive
-152.88646844	walk
-153.980825692	arrive
-107.420723915	gone
-107.351006985	come
-107.633989334	driven
-107.542467594	walked
-108.534336567	arrived
-170.219466209	go
-170.726128101	come
-171.525762081	drive
-170.580686331	walk
-171.992851496	arrive
-58.067502372	go
-58.5949445888	come
-59.3389462158	drive
-58.4442077801	walk
-59.6820315048	arrive
-227.424836963	gone
-228.399952501	come
-228.654205889	driven
-229.532974094	walked
-228.949557394	arrived
-170.091690958	gone
-168.252874315	come
-170.344684541	driven
-168.592398584	walked
-168.141171157	arrived
-186.670659795	went
-188.218239799	came
-187.91804935	drove
-187.097163692	walked
-186.298778072	arrived
-31.0218259767	go
-31.5698499158	come
-32.1554185823	drive
-32.1983117536	walk
-32.2705575898	arrive
-176.880212277	go
-177.548097581	come
-178.709628791	drive
-177.992315978	walk
-178.804106921	arrive
-197.783206031	went
-198.54824166	came
-198.985746905	drove
-200.132717416	walked
-199.167725131	arrived
-130.580278754	go
-131.228489161	come
-132.340399265	drive
-132.69592452	walk
-132.852746487	arrive
-147.394504923	gone
-146.142071623	come
-147.955129523	driven
-147.565593142	walked
-147.071292061	arrived
-188.830542654	go
-188.786714166	come
-190.440914005	drive
-189.909210771	walk
-190.36231336	arrive
-210.263444021	go
-210.44434984	come
-211.463295296	drive
-210.698980644	walk
-211.430081204	arrive
-208.220661506	gone
-208.737354144	come
-209.118244037	driven
-210.131317243	walked
-209.217745408	arrived
-117.684333846	went
-118.15639095	came
-118.0965579	drove
-117.999344632	walked
-118.156787679	arrived
-170.098361827	went
-170.272991039	came
-171.611297466	drove
-171.851418115	walked
-171.788935281	arrived
-60.3623426557	go
-61.0739645362	come
-61.8153075576	drive
-61.7319611907	walk
-62.7623109221	arrive
-182.848911256	go
-183.780434221	come
-184.306981653	drive
-184.384306043	walk
-184.601400465	arrive
-102.170754925	go
-101.903900401	come
-102.57515742	drive
-103.338132874	walk
-103.267830865	arrive
-102.856690079	go
-103.123304754	come
-104.800149709	drive
-104.557523757	walk
-104.503771812	arrive
-158.306122988	go
-158.67299065	come
-159.368165821	drive
-159.842949241	walk
-160.175040096	arrive
-219.593701661	go
-220.206649125	come
-221.336784899	drive
-220.580669224	walk
-221.574492753	arrive
-187.404899786	go
-187.958141993	come
-189.06697912	drive
-188.213246058	walk
-189.515243719	arrive
-130.72781489	gone
-131.735374428	come
-132.051499821	driven
-133.287026621	walked
-132.015243746	arrived
-28.9481291175	go
-29.4798290133	come
-30.5613932014	drive
-30.1971413493	walk
-30.7308539748	arrive
-167.791733742	go
-168.36878705	come
-168.788055897	drive
-168.997564316	walk
-169.266154051	arrive
-70.907684356	go
-71.2685187161	come
-71.8106530011	drive
-72.2899508774	walk
-72.0818529427	arrive
-137.853220522	go
-137.701211035	come
-137.756991446	drive
-137.504816592	walk
-138.256092608	arrive
-36.3519197702	go
-36.1570974588	come
-37.251350522	drive
-36.3375819921	walk
-37.4591065645	arrive
-63.543277964	gone
-63.8826525062	come
-64.4492752403	driven
-66.3524603695	walked
-65.4766447395	arrived
-179.513474166	gone
-179.769670784	come
-180.266295969	driven
-182.356907189	walked
-181.546703398	arrived
-210.951412603	go
-211.355611011	come
-212.443232223	drive
-212.529577419	walk
-212.854467317	arrive
-147.394737661	go
-148.222165287	come
-149.415392101	drive
-148.613813341	walk
-149.238911092	arrive
-150.656763341	go
-151.579220083	come
-152.420417096	drive
-151.875802781	walk
-152.498652723	arrive
-148.512035385	went
-149.529011026	came
-149.356743827	drove
-150.025728241	walked
-149.978063598	arrived
-200.877719682	went
-201.434250396	came
-201.777987044	drove
-202.735641044	walked
-202.035645764	arrived
-88.1872718595	went
-88.6716544889	came
-88.9905152582	drove
-89.9674742483	walked
-89.4314604066	arrived
-170.566929162	go
-170.874802172	come
-171.706682742	drive
-171.147626221	walk
-172.214700997	arrive
-208.666633606	went
-209.117850304	came
-210.512856007	drove
-209.481244087	walked
-209.778486729	arrived
-172.348727971	went
-172.572324783	came
-173.419123441	drove
-173.210363179	walked
-172.654150516	arrived
-97.7379905879	go
-97.8447217643	come
-98.9838473499	drive
-98.514590472	walk
-99.382496804	arrive
-174.338133469	go
-174.366802707	come
-175.447323576	drive
-175.065469518	walk
-175.987882867	arrive
-200.118103482	went
-200.801461555	came
-201.556496717	drove
-201.490200378	walked
-201.671649314	arrived
-177.060799018	went
-177.156379595	came
-177.942571059	drove
-178.228680745	walked
-177.653106347	arrived
-216.959744923	go
-218.082311265	come
-218.397065513	drive
-218.562270753	walk
-218.725702159	arrive
-105.529220939	go
-105.652027249	come
-106.450352073	drive
-105.956748605	walk
-106.872347713	arrive
-180.555438042	go
-181.31823945	come
-182.064713717	drive
-181.94400239	walk
-182.005417585	arrive
-168.460742205	go
-168.531244487	come
-169.740553588	drive
-169.668324202	walk
-169.83418414	arrive
-130.444488704	go
-130.508446872	come
-131.840401113	drive
-131.033473909	walk
-131.914402425	arrive
-268.836022193	go
-269.534137661	come
-270.196897918	drive
-270.342377121	walk
