-43.3431534767	went
-43.8476212025	came
-44.6303067207	drove
-43.9575817585	walked
-43.7464287281	arrived
-45.1312907934	went
-45.6499615908	came
-46.3784285784	drove
-45.734508872	walked
-45.6072429419	arrived
-46.1693708003	went
-46.6208378375	came
-47.482228905	drove
-46.7551776469	walked
-46.4084145129	arrived
-47.5589158535	went
-48.0286705494	came
-48.827704668	drove
-48.1543166637	walked
-47.9166388512	arrived
-42.6979292035	went
-43.1777353883	came
-43.9536767602	drove
-43.2918727994	walked
-43.0249815583	arrived
-43.9995393753	went
-44.5082833767	came
-45.2244360447	drove
-44.6122939587	walked
-44.4205496311	arrived
-41.7602174282	went
-42.213288784	came
-42.9920794964	drove
-42.3452613354	walked
-42.0611338615	arrived
-43.1044970751	went
-43.587053895	came
-44.3086804152	drove
-43.7218588591	walked
-43.5090776682	arrived
-43.3431534767	went
-43.8476212025	came
-44.6303067207	drove
-43.9575817585	walked
-43.7464287281	arrived
-45.1312907934	went
-45.6499615908	came
-46.3784285784	drove
-45.734508872	walked
-45.6072429419	arrived
-46.1693708003	went
-46.6208378375	came
-47.482228905	drove
-46.7551776469	walked
-46.4084145129	arrived
-47.5589158535	went
-48.0286705494	came
-48.827704668	drove
-48.1543166637	walked
-47.9166388512	arrived
-42.6979292035	went
-43.1777353883	came
-43.9536767602	drove
-43.2918727994	walked
-43.0249815583	arrived
-43.9995393753	went
-44.5082833767	came
-45.2244360447	drove
-44.6122939587	walked
-44.4205496311	arrived
-41.7602174282	went
-42.213288784	came
-42.9920794964	drove
-42.3452613354	walked
-42.0611338615	arrived
-43.1044970751	went
-43.587053895	came
-44.3086804152	drove
-43.7218588591	walked
-43.5090776682	arrived
-43.1055505276	went
-43.3248355389	came
-44.1439888477	drove
-44.0467550755	walked
-42.9509074688	arrived
-43.6406322718	went
-43.8900200129	came
-44.6984387636	drove
-44.559651494	walked
-43.5679093599	arrived
-41.868381083	went
-42.0147607923	came
-42.7776306272	drove
-42.6690140367	walked
-41.6488879323	arrived
-42.3706231117	went
-42.5332922935	came
-43.2932300568	drove
-43.1548974514	walked
-42.2174470425	arrived
-36.1210466027	went
-36.1957064271	came
-37.1350052953	drove
