-113.538261116	going
-113.851675212	coming
-114.215465248	driving
-115.906132877	walking
-113.127264678	arriving
-232.464442492	going
-233.127178431	coming
-233.63868928	driving
-233.415901899	walking
-232.900148153	arriving
-151.425156713	going
-152.545128942	coming
-153.75007689	driving
-153.575544	walking
-152.70080483	arriving
-12.7717120647	going
-12.2076814175	coming
-12.3377315998	driving
-13.433267355	walking
-13.0039308071	arriving
-26.4824279547	going
-26.3393062353	coming
-27.6914128065	driving
-27.9625924826	walking
-24.9663618803	arriving
-120.90672493	going
-121.86897707	coming
-121.730750561	driving
-120.135933399	walking
-122.292859554	arriving
-69.4917805493	going
-69.173881799	coming
-69.2063067257	driving
-69.7201578915	walking
-69.3019926846	arriving
-56.7255852222	going
-57.4504749775	coming
-58.8254029751	driving
-58.0680129528	walking
-57.8540008068	arriving
-224.05981487	going
-224.513653696	coming
-224.998361051	driving
-225.301196516	walking
-224.317631662	arriving
-108.696880102	going
-108.873227358	coming
-109.727139235	driving
-109.63535428	walking
-108.963423491	arriving
-165.045286953	going
-164.102285206	coming
-164.610142052	driving
-163.100134671	walking
-164.680447876	arriving
-117.133410394	going
-117.267651021	coming
-118.405216634	driving
-118.245634973	walking
-117.343188226	arriving
-181.854260206	going
-180.761784315	coming
-182.057203531	driving
-182.531728983	walking
-181.078251123	arriving
-93.0623532534	going
-94.1033374071	coming
-94.5923582315	driving
-94.2228652239	walking
-93.8599249125	arriving
-114.357176486	going
-114.779371921	coming
-115.12705392	driving
-115.807861988	walking
-114.303516094	arriving
-36.0397660732	going
-37.3375284672	coming
-37.9366099834	driving
-36.8115975857	walking
-36.9851748943	arriving
-126.266816914	going
-125.854248345	coming
-126.919856369	driving
-127.963320553	walking
-125.77870971	arriving
-152.829997778	going
-152.926105261	coming
-152.677178144	driving
-153.514190435	walking
-153.197363615	arriving
-97.6922840178	going
-98.7518285811	coming
-99.7876247466	driving
-99.2987464964	walking
-98.8147977889	arriving
-140.579028249	going
-141.528308511	coming
-143.422068715	driving
-142.904602647	walking
-143.262158513	arriving
-33.8552567959	going
-35.046744585	coming
-35.8199503422	driving
-35.5769612789	walking
-34.510130167	arriving
-47.1714820862	going
-46.7775716782	coming
-48.0482401848	driving
-48.5349349976	walking
-46.9224190712	arriving
-49.934263587	going
-51.3300789595	coming
-51.971244216	driving
-51.717463851	walking
-50.9989293814	arriving
-62.4312166572	going
-63.0425872207	coming
-63.7994689345	driving
-63.3774456382	walking
-63.2152070403	arriving
-58.7945487499	going
-58.4792525768	coming
-58.9362952709	driving
-60.2287857533	walking
-58.3640105724	arriving
-230.559067726	going
-230.442917347	coming
-231.215603352	driving
-231.30164957	walking
-230.687898636	arriving
-113.679744601	going
-113.198283076	coming
-114.144611239	driving
-114.541467547	walking
-111.482380748	arriving
-29.5917931795	going
-29.8718401194	coming
-30.6767369509	driving
-30.6500374079	walking
-29.3881574869	arriving
-154.836646527	going
-154.875172108	coming
-156.042627305	driving
-156.927491635	walking
-154.424406499	arriving
-127.033814341	going
-127.583403975	coming
-128.443193823	driving
-127.287790686	walking
-128.472390562	arriving
-28.709153831	going
-28.4290100932	coming
-28.1995856166	driving
-28.7325465083	walking
-26.5353774428	arriving
-72.2216921747	going
-71.198792547	coming
-72.6630898416	driving
-73.0338250101	walking
-71.4414936006	arriving
-131.608865976	going
-132.251221418	coming
-132.785296202	driving
-132.958729982	walking
-131.821748972	arriving
-206.669732988	going
-207.381225526	coming
-208.603255689	driving
-207.96659559	walking
-208.044099271	arriving
-30.8999319077	going
-31.1872467995	coming
-32.5309901237	driving
-31.7401680946	walking
-31.9886302948	arriving
-176.288884401	going
-177.221052408	coming
-177.006664515	driving
-177.56268096	walking
-176.798727274	arriving
-87.8215936422	going
-88.1000021696	coming
-88.1675027609	driving
-86.2764080763	walking
-88.1804412603	arriving
-76.775167942	going
-76.3289723396	coming
-77.287296772	driving
-76.3525323868	walking
-77.6710386276	arriving
-29.953204751	going
-31.539200902	coming
-31.5421029329	driving
-31.3110381365	walking
-30.5591088533	arriving
-118.800588608	going
-118.494699478	coming
-117.956700325	driving
-120.032042027	walking
-118.510709286	arriving
-11.1837360859	going
-11.2170197964	coming
-12.3887794018	driving
-12.3551084995	walking
-10.679949522	arriving
-25.8851897717	going
-27.0102343559	coming
-28.0495324135	driving
-28.3011317253	walking
-27.7190394402	arriving
-11.5375623703	going
-11.0353884697	coming
-12.3999376297	driving
-12.5683884621	walking
-11.1091156006	arriving
-33.8620371819	going
-34.7331550121	coming
-35.4686944485	driving
-35.5156209469	walking
-35.0005538464	arriving
-302.247113466	going
-302.355270624	coming
-304.218168974	driving
-303.846739531	walking
-303.254309416	arriving
-13.3244292736	going
-13.3559186459	coming
-13.6102302074	driving
-12.2905700207	walking
-13.896702528	arriving
-39.6071329117	going
-40.1398625374	coming
-40.7746882439	driving
-40.8824181557	walking
-39.6196613312	arriving
-31.0036318302	going
-30.2678182125	coming
-30.9021852016	driving
-31.4805743694	walking
-28.5634586811	arriving
-201.559993625	going
-200.196673989	coming
-202.391841292	driving
-201.741691947	walking
-201.333366275	arriving
-37.298491478	go
-34.3991982937	come
-37.4820942879	drive
-36.4847126007	walk
-38.1434078217	arrive
-36.2733545303	going
-36.607524395	coming
-38.4477376938	driving
-37.3997793198	walking
-36.8457956314	arriving
-46.7430573702	going
-47.6191622019	coming
-48.193084836	driving
-48.4543114901	walking
-48.079531312	arriving
-21.588917613	going
-21.5827430487	coming
-21.452336669	driving
-22.5389755964	walking
-21.2751196623	arriving
-10.2724294662	going
-10.1238188744	coming
-11.4023127556	driving
-11.4933404922	walking
-10.3229160309	arriving
-79.0612965822	going
-78.6194158792	coming
-79.8837157488	driving
-80.1270409822	walking
-79.4340411425	arriving
-42.1965281963	going
-43.0095508099	coming
-43.0522415638	driving
-43.3150045872	walking
-42.591177702	arriving
-11.8966150284	going
-12.132414341	coming
-12.0789179802	driving
-11.5867042542	walking
-11.4542169571	arriving
-74.9466379881	going
-74.2640951872	coming
-74.8374441862	driving
-74.7296499014	walking
-74.8717187643	arriving
-72.8723356724	going
-73.9254357815	coming
-75.2714321613	driving
-75.3341948986	walking
-74.6159389019	arriving
-113.320835114	going
-113.594283581	coming
-114.993648529	driving
-113.995845795	walking
-113.2742939	arriving
-141.534821749	going
-141.323197126	coming
-142.159549475	driving
-142.777497053	walking
-141.724958181	arriving
-141.551938951	going
-141.297111928	coming
-142.186043203	driving
-142.82773155	walking
-141.831236303	arriving
-195.673702717	going
-195.886203289	coming
-196.284495831	driving
-196.678387165	walking
-195.82490921	arriving
-170.212021768	going
-170.712363183	coming
-171.550429285	driving
-171.86803478	walking
-170.758252561	arriving
-47.6927630901	going
-48.3605525494	coming
-48.9235985279	driving
-49.458912611	walking
-47.9072673321	arriving
-75.2124328613	going
-75.7323484421	coming
-75.8137636185	driving
-74.5550751686	walking
-75.8103203773	arriving
-186.537355959	going
-186.104879439	coming
-187.786714613	driving
-188.472252905	walking
-186.625637114	arriving
-50.2668452859	going
-50.7625642419	coming
-51.4347925782	driving
-51.3673568368	walking
-50.601924479	arriving
-17.4416761398	going
-17.6530704498	coming
-17.8238077164	driving
-16.2000823021	walking
-18.1175785065	arriving
-136.958179832	going
-138.12096107	coming
-138.187597156	driving
-139.312349677	walking
-138.205366015	arriving
-66.5927500725	going
-70.0605492592	coming
-70.4612445831	driving
-70.8264312744	walking
-69.5998258591	arriving
-154.684667498	going
-155.881458193	coming
-156.349098593	driving
-156.336941153	walking
-157.451512247	arriving
-35.6342784166	going
-35.6119872332	coming
-36.777690053	driving
-36.8191496134	walking
-37.6613637209	arriving
-56.46496737	going
-55.6880255938	coming
-57.2903205156	driving
-57.5809508562	walking
-55.8242055178	arriving
-52.8945176601	going
-55.2093942165	coming
-55.3493511677	driving
-53.7537953854	walking
-54.5110471249	arriving
-22.3642585278	going
-22.794223547	coming
-24.1210377216	driving
-24.4881489277	walking
-23.049836874	arriving
-80.4894450903	going
-80.3761252165	coming
-81.6247252226	driving
-79.9431489706	walking
-81.3083156347	arriving
-22.7430735826	going
-23.0010877848	coming
-23.7514477968	driving
-23.8550897837	walking
-22.8015033007	arriving
-69.036765933	going
-71.9974900484	coming
-72.5293742418	driving
-72.8563934565	walking
-71.4534641504	arriving
-11.9096293449	going
-13.5421943665	coming
-14.3375287056	driving
-13.6605873108	walking
-12.8237395287	arriving
-26.4357206225	going
-27.1085435748	coming
-27.8729335666	driving
-28.0482665896	walking
-26.8987028003	arriving
-74.4948111773	going
-74.3722292185	coming
-74.1138817072	driving
-76.0079814196	walking
-74.6162940264	arriving
-74.4948111773	going
-74.3722292185	coming
-74.1138817072	driving
-76.0079814196	walking
-74.6162940264	arriving
-39.1441855431	going
-40.4254777431	coming
-40.5728542805	driving
-41.2020132542	walking
-40.7332456112	arriving
-52.8599699736	going
-53.5087212324	coming
-54.2904103994	driving
-54.5950330496	walking
-54.0164417028	arriving
-65.6212363839	going
-66.3903432488	coming
-65.9949551225	driving
-67.4351978898	walking
-66.315348208	arriving
-61.5792195797	going
-62.8552362919	coming
-63.5733821392	driving
-63.5833928585	walking
-63.2835714817	arriving
-54.9060080051	going
-54.830067873	coming
-55.1545455456	driving
-57.1928021908	walking
-55.0233266354	arriving
-136.431292057	going
-136.19811821	coming
-136.077237606	driving
-136.723909855	walking
-135.629768372	arriving
-30.5579652786	going
-30.7287745476	coming
-30.6962041855	driving
-31.4333500862	walking
-30.4912872314	arriving
-65.5680169016	going
-64.8786252886	coming
-67.2192033678	driving
-64.6056174189	walking
-66.2062295824	arriving
-28.1912889481	going
-27.0247678757	coming
-27.9386081696	driving
-28.5911984444	walking
-27.1943235397	arriving
-87.9433721304	going
-87.467282176	coming
-89.0323809385	driving
-89.2162522078	walking
-88.2294028997	arriving
-96.455843091	going
-96.8860822916	coming
-97.4852706194	driving
-97.9999023676	walking
-96.9380751848	arriving
-56.896507293	going
-56.6096659005	coming
-57.3298421204	driving
-57.4664020836	walking
-55.3936782181	arriving
-75.2873082161	going
-75.1924266815	coming
-76.3783502579	driving
-76.2663536072	walking
