sorrow, drifting on Demerol. [SEP] She felt something a few hours ago when she	came	to her full animal consciousness, her autonomic systems in full alarm at this latest outrage on her person. [SEP] Mona believes she has nearly	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
suspenseful but mystifying clashes, everything was over--dad was dead. [SEP] Our mother	came	in and stabbed me repeatedly and then I was transferred to two torturers…blood, piercings, exhaustion. [SEP] Terror before pain, then	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
"We're walking next door to look at Aldous Huxley's house," Ferd said when he	came	back, smelling of sunblock, lime and vodka. [SEP] "Want to come along?" [SEP] I did. [SEP] The Huxley property, explained our host, was really just	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
sent them home to individual suburban families. [SEP] None of them knew how to be with women or children, so then	came	the baby boom. [SEP] Feeding on schedule or feeding on demand, but overfeeding. [SEP] And the Cold War and the	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
women who be	came	our mothers in letters to unknowable islands and bivouacs). [SEP] Our dads	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
dating, and those of us who couldn't get dates understood that we were inadequate. [SEP] Our salvation	came	from the post-colonial British, from the Beatles who were able to repackage Black American music to our	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
monoliths representing Dushara. [SEP] She was in front of the Treasury [Khazneh] when a troop of Bedouins	came	thundering up picturesquely on their sleek Arabian steeds. [SEP] Their muskets firing, the Bedouins	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
crowd of swarthy men. [SEP] The tallest--sensually dark and handsome-- dismounted and	came	in her direction, seizing her by the hand and wrapping his other arm around her waist. [SEP] A scream was forced from her	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
And when dark tempests mimic thunder made - While darkness	came	as it would strangle light With the black tempest of a winter night	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
And nature claimed thee her domestic tree. [SEP] Storms	came	and shook thee many a weary hour, Yet stedfast to thy home thy roots have been;	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
The pair hug their nephew and hand a coded note to Caprice Sithole, who nods her understanding. [SEP] The Sitholes are rooting for Mlle. [SEP] AI, who	came	from Tanzania with her brothers and sisters. [SEP] Her home village had been	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
Got himself thrown to a seastorm. [SEP] Wisdom	came	to Jonah only Deeply, deep inside Leviathan.	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
Swimming paradise untrammeled Until humans	came	to hunt them Greedy for their vital essence	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
Dripping, flashing in the sunshine; And within it	came	a people From the distant land of Wabun,	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
across the way. [SEP] "Get down, get down! It's WSO!" [SEP] Flipping forward in the air, the Prada men	came	on, raking the area overhead with uranium-jacketed bullets, shattering the glass fronts of	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
"No," I said to the brother, "things have been dreary since you got here. I	came	with friends to study the language and culture and now your blond crew want to bring in girls. You can give me nothing. "	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
49 The Killers The door of Henry's lunchroom opened and two men	came	in. [SEP] They sat down at the counter.	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
"I don't know," said Al. [SEP] "I don't know what I want to eat." [SEP] Outside it was getting dark. [SEP] The streetlight	came	on outside the window. [SEP] The two men at the counter read the menu. [SEP] From the other end	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
quarters, Al?" [SEP] Al paid and the men left. [SEP] Oedipa	came	out from the bathroom, behind the counter opposite the door. [SEP] She sat on the stool next to Ambrose.	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
to check on what kind of toolkit the guy was operating with. [SEP] Achmed yelled now over the gunfire. [SEP] and there	came	the very welcome sound of a camo-white Kiowa OH-58D91, lobbing	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
Cher Maman Greetings from Phuket! [SEP] Happy Holidays from this paradise in Thailand. [SEP] I	came	here the day before yesterday (day before Xmas) for a little holiday. [SEP] The beach is	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
almost in prison here. [SEP] I was made to suffer all the hells of detoxification from my morphine, and I miss you. [SEP] I	came	to Frankfurt to see my old comrade, (see Chap 46) but she made me leave after two	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
setting of If you love for beauty, by Friedrich Rückert (1788-1866)  73 -Robert Schumann	came	to live and study with Clara Wieck's father in 1830, and asked permission to marry Clara in 1837; Wieck objected,	#fiction#	fiction_TheStory.txt	come	written	OANC_written	3
NC-17 as leprous. [SEP] NC-17 was originally meant to eliminate the porn-related stigma that	came	with the earlier X rating. [SEP] But the very same chains that refused to carry ads for X films refuse to carry ads for NC-17 films. [SEP] With a	#journal#	journal_Article247_3270.txt	come	written	OANC_written	3
interests of middle-aged guy health, dropped eggs and muffins from his diet. [SEP] So that was that for the wisps of steam at our breakfast table. [SEP] The Crispix	came	back in force; in fact, the last time I was at the supermarket, the checker	#journal#	journal_Article247_3274.txt	come	written	OANC_written	3
sourced to Bush and some of his closest consorts, describes his former drinking habit in explicit terms ("if not clinically an alcoholic, Bush sometimes	came	close to the line," judges the Post ) and his cocaine use in implicit	#journal#	journal_Article247_3280.txt	come	written	OANC_written	3
she did in the last one. [SEP] Is this because it's so hard to admit that Eleanor's strengths	came	in part from being married to an impossible (in the marital sense) man? [SEP] Cook did a	#journal#	journal_Article247_3286.txt	come	written	OANC_written	3
toward the downtrodden. [SEP] I was as least equally interested in--and impressed by--Cook's awareness of how much Eleanor	came	to savor power. [SEP] ) I think it's more about circumstance: When ER talked about the excitement of forming a new	#journal#	journal_Article247_3291.txt	come	written	OANC_written	3
total segregation, pervasive poverty. [SEP] What's not to reorder? [SEP] When Hillary	came	along, and spoke at a similar rhetorical pitch, she was talking to a generation of contented fellow boomers, in an era of prosperity,	#journal#	journal_Article247_3291.txt	come	written	OANC_written	3
Angeles Times lead is the California Supreme Court's decision upholding the public's right to attend civil trials. [SEP] The ruling	came	in connection with the bitter lawsuit between Clint Eastwood and his former companion Sondra	#journal#	journal_Article247_3293.txt	come	written	OANC_written	3
defuse radicalism which would otherwise be hard to answer. [SEP] When the Bonus Marchers	came	back to Washington, FDR couldn't tell them to take a hike, but he couldn't cave in to them, either, without unleashing similar protests across	#journal#	journal_Article247_3299.txt	come	written	OANC_written	3
of this volume. [SEP] But I fault her for not quoting the best thing I've read on this subject, a passage I	came	upon in Joseph Alsop's centenary memoir of FDR. [SEP] "The drink, being the President's department, was not actively repellent,"	#journal#	journal_Article247_3300.txt	come	written	OANC_written	3
him. [SEP] According to Daley, Culeman-Beckman "said the young Bernstein told him the information	came	straight from his dad," who of course is one of the three people known to be party to the secret. [SEP] (The other two are Bob Woodward and Ben	#journal#	journal_Article247_3301.txt	come	written	OANC_written	3
that children tend to blab family secrets--and recalls that Joe Klein's authorship of Primary Colors	came	to light partly as a result of some things his kid talked about at school. [SEP] And summer camp is a well-known crucible	#journal#	journal_Article247_3301.txt	come	written	OANC_written	3
story) dispositive. [SEP] Most crucially, Culeman-Beckman does not back up Daley's reporting that Jacob Bernstein's information	came	from Carl Bernstein. [SEP] Culeman-Beckman told Chatterbox that the context of the Deep Throat	#journal#	journal_Article247_3301.txt	come	written	OANC_written	3
statue was closed to the general public, and only party guests were allowed on the two Statue of Liberty ferries that went to the island and	came	back continuously all night. [SEP] My wife and I boarded the ferry at about 8:30. [SEP] It would	#journal#	journal_Article247_3330.txt	come	written	OANC_written	3
throughout the night kept noisomely referring to as "Lady Liberty" (a moniker on the same unacceptability level as "The Big Apple")	came	way down on the list. [SEP] She'd been privatized-for-a-night, I guess. [SEP] Plimpton got lost in his list	#journal#	journal_Article247_3330.txt	come	written	OANC_written	3
so before the toasts from the stage. [SEP] Then	came	the toasts. [SEP] Queen Latifah (featured in Talk's first issue) presided, asking that we "give it up for," among others, "Lady Liberty." [SEP] She	#journal#	journal_Article247_3330.txt	come	written	OANC_written	3
Dear Jodi, I	came	back from lunch in such a merry mood (and, no, the lunch wasn't the three-martini kind), brimming over with joy that we live in a land so bountiful	#journal#	journal_Article247_3337.txt	come	written	OANC_written	3
Jacquelyn Heard. [SEP] Interestingly, the city's deaths and power outages	came	"despite a citywide emergency plan" that was implemented after an even worse heat wave in 1995, and	#journal#	journal_Article247_3341.txt	come	written	OANC_written	3
productivity rose just 1.3 percent in the second quarter, after a 3.6 percent leap in the first. [SEP] Along with that	came	news that unit labor costs leapt 3.8 percent in the second quarter, after a minuscule 0.8 percent increase in the	#journal#	journal_Article247_3348.txt	come	written	OANC_written	3
designed mostly to allow Woodward to take credit for the scoop if some other drudge	came	along and actually nailed it, while also covering Woodward's ass if it turned out not to be true.	#journal#	journal_Article247_3352.txt	come	written	OANC_written	3
thought . [SEP] A non-denial denial from the daughter. [SEP] Then Mark Felt	came	on the line. [SEP] Chatterbox schmoozed Felt a bit. [SEP] Does he get asked a lot by reporters whether he's Deep Throat?	#journal#	journal_Article247_3363.txt	come	written	OANC_written	3
and look at the advance buzz on Titanic to see how the massive success of that film	came	completely out of left field. [SEP] ) And catering to that grassroots mentality by allowing word of mouth to do its work can be an	#journal#	journal_Article247_3366.txt	come	written	OANC_written	3
superritzy Hudson. [SEP] The painting that makes Church worth remembering, though,	came	two years earlier, when he took the most overrepresented theme in American art to date,	#journal#	journal_Article247_3369.txt	come	written	OANC_written	3
ascendance of a service-centered economy in the '70s (with all the doubts that	came	along with it--like Japanese manufacturing eroding the foundation of the American economy; an assessment that reflected suspicion of an economy's	#journal#	journal_Article247_3395.txt	come	written	OANC_written	3
"What was it?" the journalist asks. [SEP] "Somebody	came	in to get a flavor of the campaign. It wasn't a sit down meeting."	#journal#	journal_Article247_3405.txt	come	written	OANC_written	3
'n' blues (the music of the black South) and other manifestations of the black "sound," like urban doo-wop,	came	to the attention of whites--like the record mogul Ahmet Ertegun in Washington, the songwriters Jerry Leiber and Mike	#journal#	journal_Article247_3414.txt	come	written	OANC_written	3
of Holyfield's ear was recovered by Mitch Libonati, a hotel employee. [SEP] It was rushed to Valley Hospital on ice, 'but by the time it	came	in, it was not viable,' said Julio Garcia, the plastic surgeon who treated Holyfield. [SEP] " The	#journal#	journal_Article247_341.txt	come	written	OANC_written	3
partake of the license and self-expression that rock had provided to privileged classes. [SEP] Since disco	came	precisely at a time when the privileged classes, in their political incarnation, were busily pitting working-class whites against	#journal#	journal_Article247_3424.txt	come	written	OANC_written	3
record, so there's no dispute on misquotes. [SEP] Although when I was sifting through some storage at Moishe's in Long Island City last week, I	came	across a trunk full of letters from college and high-school days. [SEP] It's a cliche, but	#journal#	journal_Article247_3427.txt	come	written	OANC_written	3
