So we uh, through tremendous diversionary tactics of dragging my leg and my elbow and so forth we managed to stop just at the, the edge of the road after blistering my elbow on a big knot of ice but uh, I don't think Marsha knew about that until a few years ago I guess I don't know it's been a while but uh, yeah the snow there in the winters were exciting to say the least. [SEP] I remember many mornings	walking	down to the bus where you know whatever you had in your nose would freeze. [SEP] It would just crunch and you went to blow your nose nothing liquid came out it was crystals and you'd get on the school bus and it would be so damn cold that the floor of the bus would just be a solid sheet of ice you'd have rock salt scattered on the floor of the bus in order to keep some kind of traction and uh, had a couple of deviant children there on the bus and one's name was Robbie Share.	#face-to-face#	face-to-face_BorelRaymondHydeII.txt	walk	spoken	OANC_spoken	2
And on this particular night, it was night, they, they had a bull out there that was pretty mean and would charge the fence at people. [SEP] And um, Grandma, my grandmother, their mother, was	walking	with them that night. [SEP] She was going to watch TV.	#face-to-face#	face-to-face_BranchElbert.txt	walk	spoken	OANC_spoken	2
And uh, it was dark, they really couldn't see. [SEP] And uh, they were	walking	up the path and Grandma accidentally stepped in something that was really soft and her foot got to sinking and instead of her pulling that one foot back out and shaking it off to keep going, she stuck both feet in there and she started to holler.	#face-to-face#	face-to-face_BranchElbert.txt	walk	spoken	OANC_spoken	2
mom would always sit us around at home at the evenings, um, and tell us about her days growing up. [SEP] They	walking	to school in the rain, sleet, and snow, five miles and all this other crazy stuff-- Uphill both ways.	#face-to-face#	face-to-face_BranchElbert.txt	walk	spoken	OANC_spoken	2
We call this our home because this is where we were raised at. [SEP] But uh, we hear a lot about home and how it used to be and like I said	walking	five miles to school and-- So don't complain Elbert.	#face-to-face#	face-to-face_BranchElbert.txt	walk	spoken	OANC_spoken	2
I didn't know how to go around and try and find. [SEP] So I just pulled the van over and at the plant parking lot and I got out and started	walking	and I was just, I can remember live wires being everywhere, crackling and popping. [SEP] And the first thing I saw when I got home, was my neighbor over here, two houses over.	#face-to-face#	face-to-face_ChapmanDebbie.txt	walk	spoken	OANC_spoken	2
He was outside, he was, it was really funny. [SEP] He was out and here I come	walking	up and looking like something the cat drug in. [SEP] And he's like, "Debbie, Have you seen my shutters?"	#face-to-face#	face-to-face_ChapmanDebbie.txt	walk	spoken	OANC_spoken	2
You know? [SEP] It's like a loaf of bread that you can chew on while you're	walking	down the street. [SEP] Yeah.	#face-to-face#	face-to-face_ChapmanDebbie.txt	walk	spoken	OANC_spoken	2
But it's just wonderful! [SEP] There's, there's so many things that you never get the chance to see anywhere else, but you can see it all just	walking	around. [SEP] And then, of course, you have Lombard St, the crookedest street in the world.	#face-to-face#	face-to-face_ChapmanDebbie.txt	walk	spoken	OANC_spoken	2
Absolutely the crookedest street in the world, yeah. [SEP] And all those are right there within	walking	distance. [SEP] Then you take a cable car and go to Chinatown.	#face-to-face#	face-to-face_ChapmanDebbie.txt	walk	spoken	OANC_spoken	2
Uh-huh. [SEP] And still that's not that far, but after	walking	up and down those hills! [SEP] You are ready for bed when you go to bed that night!	#face-to-face#	face-to-face_ChapmanDebbie.txt	walk	spoken	OANC_spoken	2
And uh, you know, I mean we were trying to be quiet not to wake her parents up so you know and uh, we ended up watching this movie and this movie ends up lasting until about um, 4:30, 5:00 in the morning. [SEP] And uh, she's, her dad works uh, construction so uh, she told us we had to leave because her dad gets up real early in the morning so uh, we hurry up and get out of the house and uh, we're	walking	on the way home and uh, we're seeing the uh, newspaper car running around throwing newspapers out. [SEP] And uh, I don't know who thought of it I don't know if it was me or	#face-to-face#	face-to-face_CoxJeremy.txt	walk	spoken	OANC_spoken	2
And uh, one of us thought of the idea of sticking a newspaper in the mailbox and setting the mailbox and newspaper on fire. [SEP] So uh, one of us we were	walking	down the road picked up uh, a newspaper wadded it up and stuck it in the mailbox and uh, this was uh, metal mailbox with uh, brick around it. [SEP] And we stuck it in there and we lit it and it shot into a big old flame, you know lit up the whole sky.	#face-to-face#	face-to-face_CoxJeremy.txt	walk	spoken	OANC_spoken	2
And we stuck it in there and we lit it and it shot into a big old flame, you know lit up the whole sky. [SEP] And I mean we were just, you know it got us real fired up you know and so uh, we were	walking	along a little further and we saw another newspaper and uh, we stuck it in the mailbox and it was another metal mailbox. [SEP] So uh, we were like "Cool!"	#face-to-face#	face-to-face_CoxJeremy.txt	walk	spoken	OANC_spoken	2
And, and, she said, uh my Granny said she got up and she, she looked up and she said, "You know, wonder who that could be?" [SEP] And so she sat back down, and, you know, they were still chatting, and they could still see this person, and this person was	walking	really, really fast. [SEP] And she said that her brother had this really distinctive walk and she said the more she looked at that person coming down that road she started thinking "No, that can't be, that can't be."	#face-to-face#	face-to-face_FlonoFannie.txt	walk	spoken	OANC_spoken	2
but she said, "It can't be." [SEP] So Granny got up, and she kind of walked down the steps off the porch and she was	walking	up towards the road and she then just stood there. [SEP] And then he was coming, she said he was coming really fast--she said could still remember all that dust kicking up on the road--and here he's coming down the road, and she turns around and she said, "It's Joe!	#face-to-face#	face-to-face_FlonoFannie.txt	walk	spoken	OANC_spoken	2
I don't know if you remembered it or not or ever thought about it. [SEP] Well, we got the pictures of that and, and even got the pictures of a Russian officer	walking	on the gangplank. [SEP] Why this was the next day.	#face-to-face#	face-to-face_FrancisClem.txt	walk	spoken	OANC_spoken	2
I say, "OK, everybody, we're going to get out of the truck, we're going to kind of look around, we'll do some stuff, and then, we'll probably eat breakfast, and then we'll go or, ea, we had our little bag lunches, and then we'll go down to the lake. And, uh, we get out of the truck, and we walk about ten feet, and I, I was like,	walking	over logs and trying to get over to a fairly clear area, and all of a sudden, Alex just goes, "Snake! [SEP] Snake!"	#face-to-face#	face-to-face_FunkBernie.txt	walk	spoken	OANC_spoken	2
And I, I'm like, God, somebody's trying to tell me something. [SEP] So anyway, we kind of, we stayed away from the snake and we're kind of	walking	around, and then, Jack and Nick, they, Jack's the oldest, and Nick, you know, is eight, and, uh, they want to go down to the lake, and Elizabeth's going, "No, don't let them go down to the lake, just, it's too steep, don't let them go down to the lake." [SEP] And, uh,	#face-to-face#	face-to-face_FunkBernie.txt	walk	spoken	OANC_spoken	2
You guys can go, go down to the lake, just be careful. [SEP] " And, uh, so they kind of walked over to the hill, kind of started	walking	down, and at a point they just had to sit on their butts and kind of slide down, and the trees were all cut, so they'd grab trees as they were going down. [SEP] And, um, I was just watching them, and I was up at the top, and then, I started down, I'd figured, let them go first, then I'd, I'd go kind of behind them.	#face-to-face#	face-to-face_FunkBernie.txt	walk	spoken	OANC_spoken	2
It was totally safe; you never locked your doors. [SEP] We cut through the woods	walking	to school. [SEP] Um, and then when I got in junior high, we started riding city buses to school.	#face-to-face#	face-to-face_GillardSylvia.txt	walk	spoken	OANC_spoken	2
It made a huge impression on me and was a big thing. [SEP] Columbus, GA is the home of Fort Benning, GA, where the largest infantry school in the world at that time was there, and as a kid	walking	to school, and believe it or not, I did walk four or five miles to school and I would go up Brown Avenue, which was at that time the only road that would allow the convoys to come through. [SEP] And I would walk along the road to school and convoys of young men would, uh, ride by in the backs of trucks and I would wave at them and it was not a sexual thing in those days.	#face-to-face#	face-to-face_GoodroeBarbara.txt	walk	spoken	OANC_spoken	2
, every beach has a character. [SEP] And, um, as I was	walking	along the beach, there were broken sand dollars. [SEP] I mean, it was just an incredible number of broken pieces of sand dollars.	#face-to-face#	face-to-face_GregoryAvis.txt	walk	spoken	OANC_spoken	2
This little ribbon of water. [SEP] So we climbed up part way down and it was like	walking	in, uh, in a, in a great big pile of ball bearings, you know? [SEP] It was like really loose.	#face-to-face#	face-to-face_HebardCliff.txt	walk	spoken	OANC_spoken	2
Her name was Crystal. [SEP] And so, um, we met in FL, and in Boca Raton and we stayed with my grandparents, and we would stay with my grandparents for at least one night, uh Boca Raton, and then the rest of the week we spent in Fort Lauderdale because my grandfather owned a hotel called The Sanddollar in a place called Lauderdale by the Sea, um, in Fort Lauderdale, and it was fantastic time and when we had the chance to spend time together and just go out on the beach and at night we would go out to dinner I remember going to a Benihana Japanese steakhouse, and we just felt like we had freedom, and then we weren't yet 21 so we weren't allowed to go to clubs in Fort Lauderdale, so we basically spent our time, uh, watching movies in the hotel room or just	walking	along the strip and I remember going out for ice cream one night and just	#face-to-face#	face-to-face_KalbererLauren.txt	walk	spoken	OANC_spoken	2
That's a lot of children to feed when you don't have a lot of money. [SEP] So, her father had to walk her down the street, she can remember holding his hand and	walking	down this dirt road with a little suitcase, and in it was everything that she owned. [SEP] And he took her to a neighbor's and she became their foster child.	#face-to-face#	face-to-face_LowranceSally.txt	walk	spoken	OANC_spoken	2
It was about this, this, uh, little guy and his name was like Tee or something, I don't remember. [SEP] And he, um, one day he was	walking	with his, uh,	#face-to-face#	face-to-face_McCloskeyKevin.txt	walk	spoken	OANC_spoken	2
Why don't you get her?" [SEP] When you start	walking	home? Uh-huh.JBM: So they put, put Josephine, that was her name, and I told her, you know, I said, "Leave me alone, now.	#face-to-face#	face-to-face_MillsJanie.txt	walk	spoken	OANC_spoken	2
The BHB is the Butt Hole Bandit and you know what I'm saying, it all started from the time where, you know what I'm saying. [SEP] And we'd be	walking	home from school and we'd see some man. [SEP] I, I guess, you know what I'm saying, somebody wore a black hat just looked creepy that you'd never seen before.	#face-to-face#	face-to-face_PetersDamien.txt	walk	spoken	OANC_spoken	2
So we were just like, "There goes the man with black hat." [SEP] Then come to find out that during that same summer, this guy that played on our football team had, supposedly was	walking	through the park, Briarwood Park on, um, Plaza. [SEP] The same, uh, elementary school that we went to.	#face-to-face#	face-to-face_PetersDamien.txt	walk	spoken	OANC_spoken	2
The same, uh, elementary school that we went to. [SEP] He was	walking	home from the basketball court and he supposedly got raped by this dude. [SEP] And, you know what I'm saying, it was real gross because they went into details about him having to have stitches and all this stuff by this dude raping him.	#face-to-face#	face-to-face_PetersDamien.txt	walk	spoken	OANC_spoken	2
Watch out the for the BHB, the Butt Hole Bandit. [SEP] " So any time we saw people	walking	down the street that look didn't look familiar, `cause we had a pretty close knit community, so we had people	#face-to-face#	face-to-face_PetersDamien.txt	walk	spoken	OANC_spoken	2
And I remember one time, we were picking on this dude who wanted to fight, you know what I'm saying, we thought we were the stuff `cause nobody could catch us on our bikes. [SEP] This dude was	walking	through our neighborhood and we started calling him the Butt Hole Bandit and whatnot and he started chasing us and he was saying he was the Butt Hole Bandit- -but he probably just saying it,-	#face-to-face#	face-to-face_PetersDamien.txt	walk	spoken	OANC_spoken	2
It's been a good couple of years for us Yankee fans here lately. [SEP] And, uh, we were down on Fifty-Third Street, which is five blocks away from Central Park, and, um, my fianc�e had just passed her boards and it was our anniversary, so I decided to surprise her with	walking	down to Central Park off of Fifty-Eighth. [SEP] And, um, it kind of just worked out perfect.	#face-to-face#	face-to-face_QuelerAdam.txt	walk	spoken	OANC_spoken	2
