Thanks for commenting, Kate. [SEP] Your mom and aunt sound great. [SEP] I used to see this old scary dude	walking	around checking the trees in Griffith Park for Dutch Elm Disease. [SEP] Turns out he had been a brilliant	#blog#	blog_Seedbombing.txt	walk	written	masc_written	2
Sequels: 45734 “I trust you had a safe flight, dismal as the airline was?” [SEP] I nodded. [SEP] “How can you tell that?” “I could tell the moment you walked in. Not only was the dust on your shoes suggestive, but you smell faintly of jet fuel & inferior peanuts. That, & your boarding pass is sticking out of your pocket with the airline’s name facing out.” [SEP] I laughed. [SEP] “Was it really that easy?” “Of course.” “Can you tell anything else?” [SEP] She studied me intently once more. [SEP] I’d have to get used to that. [SEP] “Well, you’ve been well off; have been	walking	a great deal as of late; are a frequent writer and are a lefty. That’s all I can tell.” [SEP] I nearly fell out of my chair. [SEP] “How...?” “Not many ‘lower’ people, including myself, going around wearing a Rolex like that. I could see your shoes have been worn a few milimeters, but the canvas is fairly new. As far as the writing goes, you’ve a considerable amout of ink & graphite on the side of your left hand.” “You’re a genius!” [SEP] I cried. [SEP] She shook her head & smiled. [SEP] “Deductions, my friend.” [SEP] Serenity in the Music	#ficlets#	ficlets_1399.txt	walk	written	masc_written	2
Sequels: none The group started to get up,	walking	to their cars that awaited them in the parking lot. [SEP] One by one, they got up from their spot on the sandallowing their eyes to leave the fire,letting it burn out by itself. [SEP] Two people were left, in their winter coats and denim jeans, sitting, watching the fire die out...Only three cars were left in the lot. [SEP] A girl yelled, catching their attention. [SEP] They looked at each other and got up, wiping the sand from their legs. [SEP] The walked off the beach together, arms linked, as the last car pulled away.	#ficlets#	ficlets_1399.txt	walk	written	masc_written	2
Sequels: none The group started to get up,	walking	to their cars that awaited them in the parking lot. [SEP] One by one, they got up from their spot on the sandallowing their eyes to leave the fire,letting it burn out by itself. [SEP] Two people were left, in	#ficlets#	ficlets_1399.txt	walk	written	masc_written	2
Chris laughs and makes a sweeping gesture, "After you, milady."? [SEP] I laugh and start	walking	towards my locker. [SEP] Chris falls into step besides me. [SEP] When we reach my locker, I put my books away and turn towards Chris. [SEP] "Ready!"? [SEP] I say. [SEP] "Let's go then."? [SEP] Chris says. [SEP] I follow him out the doors and to his car. [SEP] He opens my door for me and helps me inside.	#ficlets#	ficlets_1400.txt	walk	written	masc_written	2
"Really?"? [SEP] I ask. [SEP] "What?"? [SEP] He starts	walking	to a big oak, "I'll show you."? [SEP] "Ok."? [SEP] I say. [SEP] When we get to the oak I laugh. [SEP] "A swing?"?	#ficlets#	ficlets_1400.txt	walk	written	masc_written	2
Sequels: 45756 I hated when people thought I was incapable of so much more than I actually was. [SEP] I was different than ordinary blind people, if there was such a thing as ‘ordinary blind people’. [SEP] People knew what I could do, yet they thought I wasn’t able to do little things, like	walking	down a hallway. [SEP] I wasn’t mad at Theo; he had no idea. [SEP] He hadn’t known me before today.	#ficlets#	ficlets_1400.txt	walk	written	masc_written	2
"So why are they chasing you?"? [SEP] She asked, aware that the men were catching up. [SEP] "How should I know?!"? [SEP] The boy replied, "I was just	walking	through town when those two showed up and grabbed me. I ran for it and they've been following me since then,"? [SEP] he explained. [SEP] "Well why don't we give them a slip,"? [SEP] she asked, winking at him.	#ficlets#	ficlets_1402.txt	walk	written	masc_written	2
But neither of us care to dwell on such boring subjects, do we? [SEP] I want to pick up with Tasha and me	walking	about The Sleeping Flamingo, and then, for the sake of literary convenience, to say that from a corner of the	#fiction#	fiction_captured_moments.txt	walk	written	masc_written	2
“I don't know much,” she said, still annoyed but at least cooperative. [SEP] She reviewed the information gleaned from our previous dinner conversations, adding, “I heard the captain say something yesterday, as I	walking	to the Pyrope Parlor. [SEP] I was just coming up on a corner and he was around the other side, talking to a couple	#fiction#	fiction_hotel-california.txt	walk	written	masc_written	2
ss, but everything bigger than a soda can had disappeared. [SEP] I walked across what had been the dance floor. [SEP] The church was completely different now: sunlight fell through the stained glass, catching dust that still hung in the air and sending a dry, healthy warmth into the edges of the room, through the stone and the powdery concrete that had been covered last night by flesh and flashing lights. [SEP] I realized that Rachel had disappeared without leaving a clue and I had no way to do anything but wait for her to show up – which, if she were in a situation where I should be doing something, would probably be never. [SEP] Standing in the center of the church, I took out my cell phone and called the police. [SEP] “I need to file a missing persons report. …Rachel Frieze. Last night,	walking	on West 2nd street around – maybe eleven or twelve o’clock. What? …But, sir, this is an unusual situation. She didn’t come home last night, none of her friends have seen her. …Sir, if she’s in any danger, it will probably be too late to help her by that time. My girlfriend has disappeared, I don’t even know where to start looking, and I need help! …Yes, sir. I understand.” [SEP] The police wouldn’t file a report for someone who’d been missing overnight. [SEP] I closed the phone. [SEP] Walking out of the church, a little gust of cold air caught me by surprise. [SEP] A cold front must have hit while I was inside. [SEP] Glancing down the street, I realized that I didn’t have a friend to drive me home this time, and it was a long walk back to the streets where taxis ran. [SEP] I pulled my T-shi	#fiction#	fiction_Nathans_Bylichka.txt	walk	written	masc_written	2
