prevent disasters. [SEP] Eubie's son wanted to ride his bike. [SEP] I needed Eubie to	drive	me to Noe School to find a teacher who knew what I needed to know. [SEP] delay, excruciating wait while the bike is put on the rack . . . I	#fiction#	fiction_TheStory.txt	drive	written	OANC_written	1
rhythms of Marcel's rough power Together, they	drive	the men, now sobbing and vocalizing their fearful rapture, to greasy black leather slings. [SEP] At Marcel's instigation, Tim	#fiction#	fiction_TheStory.txt	drive	written	OANC_written	1
there is no train any more. [SEP] " "I mean we'll	drive	to Seney, through Blaney Park, and ditch the car at Seney. [SEP] That's what I mean. [SEP] "	#fiction#	fiction_TheStory.txt	drive	written	OANC_written	1
I've gotta get to Sault Ste. [SEP] Marie and across to Canada. [SEP] I'll pay you to	drive	me there. [SEP] " "Nope, no, no Soo. [SEP] I've got a powerboat in Deer Park. [SEP] We'll go across	#fiction#	fiction_TheStory.txt	drive	written	OANC_written	1
The NYT lead reports that the Democratic Party, green with envy at George W. Bush's well-stocked war chest, is on an all-out	drive	to soak up soft money contributions. [SEP] The Democrats' Plan A is to raise as much soft money as	#journal#	journal_Article247_3280.txt	drive	written	OANC_written	1
both the Kosovo conflict and the Littleton shootings. [SEP] In the NYT lead, Democratic pooh-bahs whine that their spring fund-raising	drive	was stymied by the Balkan war and the Columbine massacre, each of which caused President	#journal#	journal_Article247_3280.txt	drive	written	OANC_written	1
that. [SEP] If Eleanor Roosevelt was a force for good, as I definitely believe, then why does Hillary Clinton	drive	me mad? [SEP] Best,	#journal#	journal_Article247_3286.txt	drive	written	OANC_written	1
of the refugees. [SEP] I agree that the problem isn't gender stereotyping; it's the sleight-of-hand the arrangement encourages. [SEP] This used to	drive	me crazy about the Bush White House, when everyone was writing mistily about how deeply "Bar"	#journal#	journal_Article247_3300.txt	drive	written	OANC_written	1
Journal , for the simple reason that the Journal is not available on Nexis. [SEP] (This used to	drive	Chatterbox crazy when he worked in the Journal 's Washington bureau.) [SEP] Assuming no one else had it before	#journal#	journal_Article247_338.txt	drive	written	OANC_written	1
Maybe you're right that Miller is not listening to much modern rock. [SEP] I don't listen to much, either, and most of it's poppy stuff I hear on the	drive	to work. [SEP] I too, find a lot of what's come out of the 1990s derivative. [SEP] Sheryl	#journal#	journal_Article247_3424.txt	drive	written	OANC_written	1
I look forward to your take on the Voice . [SEP] I haven't seen the new model--I would have to	drive	to Woodstock to get it, and anyway, I think they get issues a week late.	#journal#	journal_Article247_3447.txt	drive	written	OANC_written	1
before it gets out of hand. [SEP] "  Both. The LAT "Column One" article reports that the	drive	for freedom is rattling the world's largest remaining holdout of feudal serfdom.   [SEP] Thousands of slave laborers in southern Pakistan are rising up	#journal#	journal_Article247_3456.txt	drive	written	OANC_written	1
