Posted by: magistra | Saturday, 08 May 2010 at 03:05 PM SEK, I started	going	through your back posts and noticed a pattern in my selections, so I think it would be easier (for me, because I'm rubbish with	#blog#	blog_Acephalous-Cant-believe.txt	go	written	masc_written	2
Later, I talked to the resident nun, Ani Kunga, about psychology and cognitive science. [SEP] She had studied psychology for a while in grad school, but now holds the view that psychologists are	going	about understanding the mind and understanding the knower and what knowing is the wrong way. [SEP] "Psychologists," she said, "study the brain and the self	#blog#	blog_blog-monastery.txt	go	written	masc_written	2
soil and those rusted factories, and create something new and beautiful. [SEP] With houses	going	for $100, I thought,  what would you have to lose by moving to Detroit?	#blog#	blog_detroit.txt	go	written	masc_written	2
things: 1. [SEP] Driving a Honda in Detroit right now probably isn't really	going	to get you welcomed with open arms. [SEP] See, there's a wee bit of loyalty to the Big 3	#blog#	blog_detroit.txt	go	written	masc_written	2
2. Detroit (proper) has been dying for a long time -- before the 1968 riots, even. [SEP] Its	going	to take some pioneering individuals to start creating those pockets of innovation, creativity, and vision. [SEP] But its not	#blog#	blog_detroit.txt	go	written	masc_written	2
even. [SEP] Its	going	to take some pioneering individuals to start creating those pockets of innovation, creativity, and vision. [SEP] But its not	#blog#	blog_detroit.txt	go	written	masc_written	2
I'm not particularly interested in whose fault this mess is; rather, I choose to focus on how we're	going	to clean it up. [SEP] That's where the green movement comes in, and when I say "green" I'm talking plants not politics.	#blog#	blog_detroit.txt	go	written	masc_written	2
I find this topic fascinating. [SEP] I was born in a suburb of Detroit and most of family still lives there. [SEP] I will be	going	back to visit in June. [SEP] I plan to take a (Daytime) tour of these decaying areas especially the old factories.	#blog#	blog_detroit.txt	go	written	masc_written	2
ELDING...... the debate was at a LAW SCHOOL. [SEP] You really think lawyers are	going	to laugh at Coons rather than O'Donnell???	#blog#	blog_Effing-Idiot.txt	go	written	masc_written	2
BC, you misunderstand me. I'm not saying she knows a damned thing about the Constitution. [SEP] In fact, I'd go a far as to say she doesn't give one damn about it. [SEP] What I'm saying is that	going	into these discussions, she's fully aware of her deficiencies. [SEP] To tell the truth, I can't tell	#blog#	blog_Effing-Idiot.txt	go	written	masc_written	2
what you're talking about!" [SEP] Knowing she's	going	to lose is not the same thing as running TO lose... in the same way that knowing she really doesn't know much about the constitution will never prevent her from	#blog#	blog_Effing-Idiot.txt	go	written	masc_written	2
Lex - Thanks for the clarification. [SEP] It looks like you might have an inside track into this person's make up. [SEP] But I'm still	going	to think that her smile wasn't so much that she's in on the joke as it was she really does think she knows what she's talking about. [SEP] It is a	#blog#	blog_Effing-Idiot.txt	go	written	masc_written	2
County' wines...ever. [SEP] " Duh. I've got real skin in this game. We are	going	to have to totally redesign our front label to make room for "Sonoma County" - and so far every mock-up	#blog#	blog_Fermentation_Eminent-Domain.txt	go	written	masc_written	2
meaningful AVA on the back label. [SEP] Who is	going	to compensate me for this? [SEP] I estimate the value to be in six figures, and we are a small winery. [SEP] For a larger winery with a	#blog#	blog_Fermentation_Eminent-Domain.txt	go	written	masc_written	2
on front and back labels. [SEP] and how can the state legislature single out two counties (first Napa, now Sonoma) for this treatment? [SEP] are they	going	to go through the wine-producing counties one by one?	#blog#	blog_Fermentation_Eminent-Domain.txt	go	written	masc_written	2
champions.   [SEP] He's a free agent now and tonight he made his decision about which team he's	going	to play for in a very public manner, with a live announcement on ESPN.	#blog#	blog_How_soon-Lebron-James.txt	go	written	masc_written	2
Padraic: Why aren't you a supporter of cap & trade? [SEP] Isn't a mandatory scheme	going	to moresuccesful than voluntary measures? [SEP] April 27, 2009 10:20 AM lessig: I favor a mandatory scheme -- internalize	#blog#	blog_lessig_blog-carbon.txt	go	written	masc_written	2
Form the mix into balls of any size from sling-shot-pellet up to softball. [SEP] You're	going	to be throwing them. [SEP] Customize it yourself. [SEP] Mine were more or less matzoh-ball size and shape, out of habit. [SEP] This worked out	#blog#	blog_Seedbombing.txt	go	written	masc_written	2
Griffith Park for Dutch Elm Disease. [SEP] Turns out he had been a brilliant biology student before losing derferment and	going	to Vietnam. [SEP] Thanks for making me remember him.	#blog#	blog_Seedbombing.txt	go	written	masc_written	2
Comment [SEP]1, by carleen I read that article in the Times and IMMEDIATELY thought it was	going	to be a hoax. [SEP] But then I thought, surely after all the others, she had been vetted to heaven and back. [SEP] Ha! [SEP] Guess I'm	#blog#	blog_sucker.txt	go	written	masc_written	2
I'd like to share with you now. [SEP] If you're	going	to a busy restaurant and want great service, bring a camera. [SEP] Take a few photos of the menu, the kitchen, the food.	#blog#	blog_Tupelo-Honey-Cafe.txt	go	written	masc_written	2
guessed it -- sand. [SEP] The only way to keep things	going	here is to keep a steady flow of compost coming in. [SEP] That means truckloads of hay, and that means a lot of work. [SEP] Last year, David	#blog#	blog_Uprooted_Farming-on-Sand.txt	go	written	masc_written	2
even with access to sophisticated data it often comes down to human factors. [SEP] A gut instinct that something is	going	to work. [SEP] Somebody at AMC is greenlighting The Walking Dead based partly on historical evidence that says people like Zombies, but also partly on the notion that this particular iteration will have a new	#blog#	blog_vampires.txt	go	written	masc_written	2
"The optimists?  I don't understand," I said, completely confused. [SEP] "The optimists.   [SEP] Oh, they were the ones who said, 'We're	going	to be out by Christmas.'  And Christmas would come, and Christmas would go.   [SEP] Then	#email#	email_12176.txt	go	written	masc_written	2
