OK, well, I started the training in the U2 with the pressure suits and everything and uh, I don't know how long it was I suited and unsuited the pilots and just practiced putting them in the aircraft. Well it got to where there's two or three aircraft	arrive	in a week and I didn't know where they're flying to. All we done, they never did tell us any place where they was going, even when they left the base to go to somewhere else to stay for a while.	#face-to-face#	face-to-face_FrancisClem.txt	arrive	spoken	OANC_spoken	1	go	come	drive	walk	arrive
yeah it's adults selling a variety of things and especially when men	arrive	at about ten o'clock in the morning um that really it just makes you not feel particularly safe and it's annoying as well um-hum	#telephone#	telephone_sw3294-ms98-a-trans.txt	arrive	spoken	OANC_spoken	1	go	come	drive	walk	arrive
well yeah you can't enjoy it right and so i don't like to	arrive	or or when they	#telephone#	telephone_sw3682-ms98-a-trans.txt	arrive	spoken	OANC_spoken	1	go	come	drive	walk	arrive
oh well it was difficult to know when the person was going to	arrive	we're we're fortunate in that my husband works most of the time out of our home so he was here but it would've probably been an inconvenience if if it had been a home pickup and and we hadn't been here but they were also willing to pick up at work	#telephone#	telephone_sw3729-ms98-a-trans.txt	arrive	spoken	OANC_spoken	1	go	come	drive	walk	arrive
Then they went on, they didn't make it to the house. At about, about three weeks later, then	arrived	a group of about four, at my brother's house, and told him, that they were coming to, to be, that is to take control of the place, where we lived. Well, but that they weren't going to steal, they weren't going to kill, neither would they harm the people, but it we didn't, if we worked with them.	#face-to-face#	face-to-face_ArguetaBertila-ENG.txt	arrive	spoken	OANC_spoken	3	went	came	drove	walked	arrived
I said, "No, I'm not going to tell them." So, the next day, I left early in the morning for San Miguel, to see my daughter, and when I was coming back, I went by my brother's, which was a place in, a town called Chapeltique, and I	arrived	at his place, and I said, his name is Salomon, and I said, "Brother, I am here to see if you'll give me posada (lodging)," we call it, like you give someone a place to live in your own house. And he said, "What's going on?"	#face-to-face#	face-to-face_ArguetaBertila-ENG.txt	arrive	spoken	OANC_spoken	3	went	came	drove	walked	arrived
We	arrived	, at my brother's, and Cristobal, with the livestock and the rest, still hadn't	#face-to-face#	face-to-face_ArguetaBertila-ENG.txt	arrive	spoken	OANC_spoken	3	went	came	drove	walked	arrived
I didn't know anything about it until about the time, well, uh, I knew about it when they was running the clearance on me when I had a top secret, so I didn't know anything about what it was all about until I	arrived	. I got orders to go to Del Rio, TX, so when I	#face-to-face#	face-to-face_FrancisClem.txt	arrive	spoken	OANC_spoken	3	went	came	drove	walked	arrived
It wasn't nothing but a desert; there was sagebrush out on the runway. Anyway, it was pretty soon after I	arrived	there, there was, some RV57 ( )	#face-to-face#	face-to-face_FrancisClem.txt	arrive	spoken	OANC_spoken	3	went	came	drove	walked	arrived
I didn't know what it was all about or anything till I had to go out and train hook in a ( ) in a RV57D, which I say now I found it, it was a forerunner to your U2 aircraft. But at the time I	arrived	there, we didn't have any U2's. We didn't know what a U2 was and nobody knew anything about a U2.	#face-to-face#	face-to-face_FrancisClem.txt	arrive	spoken	OANC_spoken	3	went	came	drove	walked	arrived
