False	True	went	1.99926591728e-30	came	3.09070858397e-30	drove	1.09134458912e-30	walked	6.06810159273e-30	arrived	8.25627780484e-31	None	come	Laura was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	unSubj	pro	NA
False	True	went	3.14365119518e-33	came	5.0519002766e-33	drove	1.7960795021e-33	walked	9.91394734495e-33	arrived	1.29102017944e-33	None	come	A woman was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	unSubj	pro	NA
False	True	went	5.93487042777e-27	came	7.95427119668e-27	drove	2.88791418987e-27	walked	1.70057242342e-26	arrived	2.29826018949e-27	None	come	Laura was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	nameSubj	pro	NA
False	True	went	4.04345847293e-30	came	6.04102912533e-30	drove	2.04035094683e-30	walked	1.26732563308e-29	arrived	1.55335444056e-30	None	come	A woman was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	nameSubj	pro	NA
False	True	went	6.36979618838e-29	came	9.59764475092e-29	drove	3.25990809847e-29	walked	2.01149272346e-28	arrived	2.64579136672e-29	None	come	Laura was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	unObj	pro	NA
False	True	went	6.93432551211e-32	came	1.14173415437e-31	drove	3.62150772306e-32	walked	2.37342954893e-31	arrived	2.92090535852e-32	None	come	A woman was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	unObj	pro	NA
False	True	went	1.87673616948e-26	came	3.42095698034e-26	drove	1.01251833142e-26	walked	6.71568976913e-26	arrived	8.19261199591e-27	None	come	Laura was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	nameObj	pro	NA
False	True	went	1.91784998943e-29	came	3.82562263081e-29	drove	1.05115970058e-29	walked	7.33211117266e-29	arrived	8.41774243733e-30	None	come	A woman was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	nameObj	pro	NA
False	True	went	1.99926591728e-30	came	3.09070858397e-30	drove	1.09134458912e-30	walked	6.06810159273e-30	arrived	8.25627780484e-31	None	come	Laura was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	named	unSubj	non	NA
False	True	went	3.14365119518e-33	came	5.0519002766e-33	drove	1.7960795021e-33	walked	9.91394734495e-33	arrived	1.29102017944e-33	None	come	A woman was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	unnamed	unSubj	non	NA
