True	True	went	1.59654438182e-39	came	2.65570962902e-39	drove	1.21533595023e-40	walked	3.2619122318e-40	arrived	1.32514970717e-40	Laura was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She came over to the table and explained the mistake.	come	Laura was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	unSubj	pro	NA
True	True	went	1.59654438182e-39	came	2.65570962902e-39	drove	1.21533595023e-40	walked	3.2619122318e-40	arrived	1.32514970717e-40	A woman was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She came over to the table and explained the mistake.	come	A woman was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	unSubj	pro	NA
True	True	went	1.59654438182e-39	came	2.65570962902e-39	drove	1.21533595023e-40	walked	3.2619122318e-40	arrived	1.32514970717e-40	Laura was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She came over to the table and explained the mistake.	come	Laura was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	nameSubj	pro	NA
True	True	went	1.59654438182e-39	came	2.65570962902e-39	drove	1.21533595023e-40	walked	3.2619122318e-40	arrived	1.32514970717e-40	A woman was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She came over to the table and explained the mistake.	come	A woman was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	nameSubj	pro	NA
True	True	went	1.59654438182e-39	came	2.65570962902e-39	drove	1.21533595023e-40	walked	3.2619122318e-40	arrived	1.32514970717e-40	Laura was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She came over to the table and explained the mistake.	come	Laura was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	unObj	pro	NA
True	True	went	1.59654438182e-39	came	2.65570962902e-39	drove	1.21533595023e-40	walked	3.2619122318e-40	arrived	1.32514970717e-40	A woman was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She came over to the table and explained the mistake.	come	A woman was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	unObj	pro	NA
True	True	went	1.59654438182e-39	came	2.65570962902e-39	drove	1.21533595023e-40	walked	3.2619122318e-40	arrived	1.32514970717e-40	Laura was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She came over to the table and explained the mistake.	come	Laura was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	nameObj	pro	NA
True	True	went	1.59654438182e-39	came	2.65570962902e-39	drove	1.21533595023e-40	walked	3.2619122318e-40	arrived	1.32514970717e-40	A woman was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She came over to the table and explained the mistake.	come	A woman was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	nameObj	pro	NA
True	True	went	1.52982846668e-41	came	2.54473363595e-41	drove	1.16454985806e-42	walked	3.12560442718e-42	arrived	1.26977475085e-42	Laura was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She came over to the counter and explained the mistake.	come	Laura was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	named	unSubj	non	NA
True	True	went	1.52982846668e-41	came	2.54473363595e-41	drove	1.16454985806e-42	walked	3.12560442718e-42	arrived	1.26977475085e-42	A woman was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She came over to the counter and explained the mistake.	come	A woman was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	unnamed	unSubj	non	NA
True	True	went	1.52982846668e-41	came	2.54473363595e-41	drove	1.16454985806e-42	walked	3.12560442718e-42	arrived	1.26977475085e-42	Laura was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She came over to the counter and explained the mistake.	come	Laura was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	named	nameSubj	non	NA
True	True	went	1.52982846668e-41	came	2.54473363595e-41	drove	1.16454985806e-42	walked	3.12560442718e-42	arrived	1.26977475085e-42	A woman was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She came over to the counter and explained the mistake.	come	A woman was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	unnamed	nameSubj	non	NA
True	True	went	1.52982846668e-41	came	2.54473363595e-41	drove	1.16454985806e-42	walked	3.12560442718e-42	arrived	1.26977475085e-42	Laura was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She came over to the counter and explained the mistake.	come	Laura was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	named	unObj	non	NA
True	True	went	1.52982846668e-41	came	2.54473363595e-41	drove	1.16454985806e-42	walked	3.12560442718e-42	arrived	1.26977475085e-42	A woman was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She came over to the counter and explained the mistake.	come	A woman was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	unnamed	unObj	non	NA
True	True	went	1.52982846668e-41	came	2.54473363595e-41	drove	1.16454985806e-42	walked	3.12560442718e-42	arrived	1.26977475085e-42	Laura was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She came over to the counter and explained the mistake.	come	Laura was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	named	nameObj	non	NA
